"time","x_acc","y_acc","z_acc"
"0.755","0.027691761056520044","0.1409957398816943","0.03837152397036552"
"0.772","0.12163867645021527","0.14825579401254654","-0.18094576521515846"
"0.789","0.18820019332282245","-0.0267456758454442","-0.3840297124803066"
"0.806","0.11038483997546136","-0.044378363169729707","-0.18173136263489723"
"0.822","0.033561639470607044","-0.09087006523162126","0.024255320334434508"
"0.839","0.04958309220597148","-0.26046587665379045","0.17977146073877812"
"0.856","0.022779621758684514","-0.2341936635389924","0.08862696247994899"
"0.872","0.011537475721724332","0.13323212014287708","0.05384148030281066"
"0.889","-0.007893018272146583","0.24316344419717786","0.12477554970383643"
"0.906","-0.021908026555925605","0.042187867388129234","0.17982932840585708"
"0.922","-0.009447700368240474","0.05945464400947094","0.0855722510844469"
"0.939","-0.03838383546266705","0.07944237002730369","0.05013619604408741"
"0.956","-0.05007788998559117","0.0885439603716135","-0.062090837731957435"
"0.972","-0.06187215347997844","0.1167863045156002","0.16753098784685133"
"0.989","-0.09410006012879311","0.16895839030146598","0.20503917298614976"
"1.005","-0.025629458231851455","0.0685714319229126","-0.11004033738672733"
"1.022","0.03883742444906384","-0.050930561292171474","-0.3585375438272953"
"1.039","0.03660984806008637","0.08638181390166282","-0.2069341929525137"
"1.055","-0.07153188916370272","0.19096213231682777","0.17202128500342367"
"1.072","-0.056369318279996514","0.029728783309459685","0.40253567550778385"
"1.089","-0.08315412055943161","-0.0650508565813303","0.3959212258040905"
"1.105","0.03826777133494615","-0.03060731970965862","0.05292378093600273"
"1.122","0.13867288642469794","0.04556465034484863","0.020069559082388878"
"1.139","0.08857890382083132","-0.018930325919389722","0.14471768301427362"
"1.155","0.018865480522252617","0.020505027890205384","0.2578068865776062"
"1.172","-0.029354360506497323","-0.09102350222766399","0.1645604476034641"
"1.189","-0.06317603915277868","-0.07991349467039108","0.22375030319690703"
"1.205","0.018454744296893477","0.0022831425011157988","0.2323006893992424"
"1.222","0.02207980292625725","-0.05336158783137798","0.09215338304042815"
"1.239","0.08707242651432752","-0.04337912299931049","0.07582067239880562"
"1.255","0.013919566818978636","-0.014119126245379447","0.33408407057225703"
"1.272","-0.06435798807949758","-0.08518763568103313","0.6306809987932444"
"1.289","-0.0579901244148612","-0.0010346037447452544","0.459218516716361"
"1.305","-0.045394298746623096","0.06378536669015884","0.3323188144654035"
"1.322","-0.05554514241553843","0.13226385963261128","0.27765432734191414"
"1.339","-0.0683757266877219","0.13470833017528056","0.4432020324170589"
"1.355","-0.047185237284004686","0.11569850927889347","0.5127993002563714"
"1.372","-0.026788455541245638","-0.013591887500882149","0.42033027539551254"
"1.388","-0.018790369459427893","-0.03750701609551906","0.2925532057881355"
"1.405","-0.02528627081736922","-0.006406944432854652","0.08137304582893848"
"1.422","-0.06279646525066346","-0.03981295495033264","0.06935293768942356"
"1.439","-0.04118125676200725","-0.024763854378461837","-0.08982757044136523"
"1.455","-0.045205388578400015","-0.10385317318439483","-0.15522621754705904"
"1.472","0.054047597334161396","-0.2053349410623312","-0.45829614117443557"
"1.488","0.023471184219419954","-0.18744974028170108","-0.3538870876729488"
"1.505","0.034452048971690234","-0.1406184310019016","-0.26337270401120183"
"1.522","0.028600802192836998","-0.07040916874408722","-0.0039484453648328775"
"1.539","0.10640380751527845","0.0004851531684398651","0.15841244636774063"
"1.555","0.05793539855293929","-0.034817046359181404","0.16113982550501824"
"1.572","0.03765943017825484","-0.02956394813656807","-0.03410568321943283"
"1.589","0.02148059492409229","-0.06772738231420516","-0.0373182155251503"
"1.606","0.048550242026895285","-0.11772913832366466","-0.005362403815984726"
"1.622","0.09924991717264056","-0.14509879128634928","-0.021741876208782193"
"1.639","0.057636159878037864","-0.009129647395014762","-0.004224339696764946"
"1.656","0.012024236325360834","0.06633329760730267","0.019797756403684613"
"1.672","-0.11785550464969127","0.06099310562312603","0.10830956807136535"
"1.689","-0.18668083826843648","-0.0032417584002017974","0.13945698600709439"
"1.706","-0.12801793829170055","-0.17302023291289806","0.0030178865164518353"
"1.722","-0.057586585115268825","-0.21628303605616092","-0.08155190952718258"
"1.739","0.010863083591498434","-0.15156301886439322","-0.2531131758034229"
"1.756","-0.012212123580276965","0.08316460542082786","-0.2810322793424129"
"1.772","0.020233681869227436","0.16222878978550434","-0.26642215470969677"
"1.789","0.02797965635349974","0.012460837644338607","-0.13406126444339753"
"1.806","0.08431056058555841","0.007550269249081611","-0.03140869922041893"
"1.822","0.04364525398905389","-0.02995382423698902","0.011934183421730995"
"1.839","0.0011364201514050365","-0.06626315498054026","0.04115793981850147"
"1.856","0.04249974634889513","-0.10028291348218918","-0.010674538749456406"
"1.872","0.048781822293065484","-0.1281231065660715","-0.09257131619155406"
"1.889","0.04535977542251348","-0.07234218263328075","-0.13585399307906626"
"1.905","-0.026435258189402518","-0.000011690437793731688","-0.07053308738470077"
"1.922","-0.04562441770806908","-0.010336685097217559","-0.056521513167023654"
"1.939","-0.016655841648764907","-0.08830781352818012","-0.11367314093112944"
"1.956","0.0017919979833066462","-0.04149930060207844","-0.09758534496128558"
"1.972","-0.005107296543754637","-0.003477320721745491","-0.01291208854317665"
"1.994","-0.050683290266524995","0.009081132078170776","0.05079144508242607"
"2.006","-0.07437467484157533","-0.0545195256948471","0.022348025408387182"
"2.022","-0.0690511234649457","-0.11688216610550879","-0.061571782293915744"
"2.039","-0.03941600978830829","-0.16296061119139194","-0.1405851132541895"
"2.055","-0.01856014090012759","-0.07064765367507934","-0.12897475495934485"
"2.072","0.02547731814375147","-0.029848610296845435","-0.18069675889015197"
"2.089","0.0334239662992768","0.02223229007422924","-0.011275427252054214"
"2.105","0.006950860317517071","0.01655365991592407","0.1560083078354597"
"2.122","0.004211297552101314","0.005602057790756225","0.12754209180772305"
"2.139","-0.02124057562313974","-0.06473346119523048","-0.004583820658922195"
"2.156","-0.019906970665510743","-0.02685468917787075","-0.1588181045591831"
"2.172","0.10736976647060364","0.0009188684105873108","-0.2258902378350496"
"2.189","0.08836283165104687","-0.08896306256651877","-0.2283738713443279"
"2.206","0.18663597621340303","-0.2297685405731201","-0.673000383606553"
"2.222","0.0977366995980963","-0.5092623583018779","-1.4372428806275128"
"2.239","0.1789671403522603","-0.5392606062024832","-1.7819857078582046"
"2.255","0.30569402505327015","-0.3718640583902597","-2.403417816790938"
"2.272","0.26740714715905484","0.17469079647362232","-2.9143706123977897"
"2.289","0.30005240243710574","0.4410200122028589","-3.359123381388187"
"2.305","0.19919826493822038","0.5519231038987636","-3.859469442784786"
"2.322","-0.06050362333944067","0.44592531990110873","-3.815968739232421"
"2.339","-0.005022687000222504","0.49484921754598615","-3.5653631623357533"
"2.355","-0.12934760685972868","0.11656243263185023","-2.1043752489835024"
"2.372","0.01139158271132037","-0.17658698548376559","-0.6629378392755985"
"2.389","0.2598174592150375","-0.07580196769833564","-0.17877543543875216"
"2.405","0.590605118590407","0.33108956493139263","0.06696984194517135"
"2.422","0.5873170002978295","0.7996364664852619","0.2135784532725811"
"2.439","0.45577652303632343","0.9820049579799175","0.3100987993508577"
"2.456","0.10920143887717276","1.0312006583034992","-0.06845569658875465"
"2.472","-0.16851740506831556","0.704850981375575","-0.324887787681818"
"2.489","-0.11005224702022968","0.8351344808459281","-0.07302782680988311"
"2.505","-0.2594764272250235","0.8496469903230667","0.9280150091171264"
"2.522","-0.2333133370405063","0.49403848568499087","2.0526731187969447"
"2.539","-0.2476515493966639","0.23006781578063965","2.4200854584753513"
"2.555","-0.3197848385196179","-0.11933365091085434","2.8195225834459063"
"2.572","-0.3705067985624075","-0.03811959503591061","3.2519606452643868"
"2.589","-0.2744700712826103","-0.0032581250131130217","3.4127515112012623"
"2.605","-0.2260528079856187","-0.04046703494489193","3.3253847779154775"
"2.622","-0.28768901555156334","-0.10378127699196338","3.2902555968672034"
"2.639","-0.3177943222895264","-0.17968319793343543","3.331850174537301"
"2.655","-0.28131120588164776","-0.24778175164759159","3.2740579107820986"
"2.672","-0.280323564817477","-0.1458259365171194","3.0247254225611684"
"2.689","-0.2670207964562811","0.183016726270318","3.0738106482475995"
"2.705","-0.3257510169150308","0.17979016543924808","2.9088486341059205"
"2.722","-0.28258597505781796","0.04314589876532554","1.8697732969045637"
"2.739","-0.2981096343388781","0.0653776043176651","1.2469108629077672"
"2.756","-0.27312315018568184","0.09895312618315219","1.2012608723670244"
"2.772","-0.049522959516569966","0.07148819615244865","1.5749299343526362"
"2.789","0.0957491425100714","0.13694938710033894","1.2265665785372257"
"2.806","0.14001732330359518","0.2428267595887184","0.8875994120985269"
"2.822","0.08733845703937113","0.5716869580328464","-0.16775369068682192"
"2.839","0.15182532306239008","0.677459701102972","-0.6719979285657406"
"2.856","0.12039243924878537","0.574748099169135","-0.6671873134136199"
"2.872","0.275659390665032","0.15367197384238243","-0.9054881200104952"
"2.889","0.3147129420828074","-0.16643267121613026","-1.4840122305870056"
"2.906","0.2810598249364644","-0.08284370290338992","-1.6185259149730205"
"2.922","0.12795213391333818","0.43113282443881035","-1.7707786696672438"
"2.939","-0.07963577370755374","0.4592354678511619","-1.3908511318087577"
"2.956","-0.06338153512962162","0.3282324219346046","-1.3632377332180738"
"2.972","0.025372195535153148","-0.3128834616333246","-1.4354717793017624"
"2.989","0.15543481879644094","-0.3294236775457859","-1.4966624533236026"
"3.006","0.10152538782395422","-0.17569500508010386","-1.513842136183381"
"3.022","0.0027795477159321307","0.18046236561238765","-1.202011398473382"
"3.039","-0.042888343807682396","-0.05707563991844654","-0.9709224229514598"
"3.055","0.10130801874622702","-0.2541162153661251","-1.2034370473623275"
"3.072","0.19470124577991663","-0.22212124069035052","-1.2314601957976818"
"3.089","0.24837168036475776","-0.12947159856557847","-1.2103811674118041"
"3.106","0.20352401918284593","-0.3498345974117517","-1.0167933627665042"
"3.122","0.17243198469616472","-0.3614659984946251","-0.917476663967967"
"3.139","0.08531213884353638","-0.13604337817132472","-0.9574497779160738"
"3.155","0.06259506092704832","-0.04265373133420944","-0.8539759594380855"
"3.172","0.07782068710960448","-0.06130991648733616","-0.8694616978615521"
"3.189","0.11126556833274662","-0.15821195535957813","-1.2730822459965943"
"3.205","0.2489126553736627","-0.40080373714864254","-1.6077812335968016"
"3.222","0.30996055992394683","-0.47512920255362984","-1.6531775416374206"
"3.239","0.28373010359164325","-0.3495435055106878","-1.2985726610839365"
"3.256","0.13097973810620606","-0.035813656181097026","-1.0648854857623578"
"3.272","0.08724138987306505","0.09106558780372143","-1.0396066675990818"
"3.289","0.012328151175379753","0.2769423796802759","-0.9789853178977965"
"3.306","-0.049226314657554025","0.20317221007049083","-0.830847012785077"
"3.322","-0.019139913549460468","0.20345336509943007","-0.6908575273364782"
"3.339","-0.029028927944414317","0.24886077905595302","-0.2196820308446884"
"3.355","-0.11450086045954376","0.15043606066107748","-0.06004734920561313"
"3.372","-0.06977868882082403","0.008449263915419577","-0.2771820336550474"
"3.389","0.022610366139002143","-0.09103285457789898","-0.2928764463931322"
"3.406","-0.04247300447244197","0.02334405070841312","-0.4375000213831663"
"3.422","0.013499240781366825","0.1125508589029312","-0.6164473062574863"
"3.439","0.08286553114270791","0.17179741311967373","0.05119359614253044"
"3.456","0.055363392640464006","0.034087563040852545","1.0028127682089805"
"3.472","0.08302019198145717","-0.003906359788775444","0.8430874856770038"
"3.489","0.03273476019240915","0.03889876271486282","0.690676910072565"
"3.505","0.059775035070255396","0.15377894134819506","0.6991565691262484"
"3.522","0.12391074956804513","0.0873106191843748","1.1482587654978036"
"3.539","0.11374489099308847","0.033245266997814174","1.5490882216095923"
"3.555","0.08328370175585151","-0.08002221574187278","2.0836194612026215"
"3.572","-0.03074680124558508","-0.06424596993923187","2.105187734410167"
"3.589","-0.05753178618811071","-0.02184533658325672","1.997072812128067"
"3.605","-0.11817528378912247","0.016031097346544263","1.711708056539297"
"3.622","-0.07556450568065047","0.1734229684948921","1.521891587126255"
"3.639","-0.0873454439025838","0.16414894419312476","1.5706775376051663"
"3.656","-0.13837941990345715","0.030869185516238212","1.6595406469285487"
"3.672","-0.19238708708602933","0.05021569102108478","1.2132108378797768"
"3.689","-0.2102259279742837","0.1103249995470047","0.9718711019784212"
"3.705","-0.11542002113107591","0.174534729129076","0.4666758469849825"
"3.722","0.0038033926046453412","-0.04613865084052086","0.4910702835291624"
"3.739","0.03592031315965578","-0.1826467239141464","0.5433440761238336"
"3.755","0.09697188923805951","-0.24710838243067262","0.614323738232255"
"3.772","0.055693720573373136","0.06728957541882992","0.23294190991222857"
"3.789","0.02798866164386272","0.2529226216673851","-0.06592471680641174"
"3.805","0.04493899272717535","0.3526601762264967","-0.6478513293027878"
"3.822","0.05974175385516137","0.0731897393733263","-0.9031558776706456"
"3.839","0.08981160568725317","-0.012147533911466597","-0.8990992957562207"
"3.856","0.1382271519511938","-0.17612170605957508","-0.7331962013721466"
"3.872","0.055525414801761507","-0.047159226059913635","-0.6284931333601474"
"3.889","0.02239862308446318","0.08660393221974372","-0.5258493359655142"
"3.905","-0.09904003728162497","0.17475100222826004","-0.26559856336712834"
"3.922","-0.05950732404477894","0.1835094782233238","0.025707272708415982"
"3.939","-0.03856215117163956","-0.013209025663137435","0.05518588064908981"
"3.955","-0.07415142401233316","-0.02618891874551773","-0.06634089639186859"
"3.972","-0.040319443167746064","0.036565351331233974","-0.8904524634420872"
"3.989","0.034955578047037125","0.03315057445168495","-1.1137357336491345"
"4.005","0.03759776311889291","0.011727262672781943","-0.8822510368078946"
"4.022","0.01022577206864953","-0.2538619483441114","-0.3922714711248874"
"4.039","-0.03127075205445289","-0.31867782712578774","-0.5277028548777103"
"4.055","-0.0631161621917039","-0.23763386712074278","-0.6772767457515001"
"4.072","-0.04683262445405125","-0.05807166521847248","-0.7546049001038074"
"4.089","0.006636880731210112","-0.10441139158904551","-0.7181535305410623"
"4.106","0.020994491907581687","-0.1639379317909479","-0.807836724075675"
"4.121","0.08676321443468332","-0.20514146431684493","-1.075019341763854"
"4.139","0.12132146372720598","-0.23627134659588336","-1.0095347699403763"
"4.155","0.11833484913185238","-0.1989168907135725","-0.9750696057587861"
"4.172","0.12154533561095594","-0.06638532005548477","-1.022403603863716"
"4.189","0.15792437058985231","-0.1882066961288452","-0.9895324308753013"
"4.205","0.17558365366011858","-0.23382219987809658","-0.8643488848924636"
"4.222","0.12693871908709406","-0.30396774924993514","-0.5678524944365024"
"4.239","0.07792378215789794","-0.21189736831784248","-0.4024117568671703"
"4.255","0.08456241645477712","-0.12497194905877113","-0.32324820378124713"
"4.272","0.05317293339148164","0.011196516796946525","-0.12764555218219756"
"4.289","-0.00739032944701612","0.07349369075596332","0.09192834211289883"
"4.306","-0.035278014934435484","0.11178630427122116","0.18455168075263498"
"4.321","-0.09118687609583138","0.10835808338820933","0.2970850039988756"
"4.339","-0.1196858984146267","0.07807283523976802","0.4176157557398081"
"4.355","-0.09668635029494761","0.05593757579922676","0.4798901333451271"
"4.372","-0.081280691370368","0.09648995094001292","0.531623827713728"
"4.389","-0.10643478717543184","0.1121896243751049","0.7662123357892036"
"4.405","-0.09212693342491984","0.11115092897713184","0.7544178530991077"
"4.422","-0.07234839317835867","0.07379413500726223","0.6498135692864656"
"4.439","-0.013434870308265089","0.017611060014367103","0.4774257890582084"
"4.455","0.032072496891394256","-0.05398235007822513","0.36486031710803507"
"4.472","0.031717107582464814","-0.07946282829344273","0.29136136565506454"
"4.489","0.033974092729017136","-0.12799334270656107","0.30595804628431794"
"4.506","0.010541706150025129","-0.13966624484360218","-0.03001052286028862"
"4.522","0.007371917007490992","-0.10656477023065089","-0.26252690083682534"
"4.539","0.018811302649602294","-0.03807341780662536","-0.4796972411215305"
"4.556","-0.038787922751531","0.0475964484333992","-0.5497603729069233"
"4.572","-0.06171988552771508","0.03598784370422363","-0.46972295959591864"
"4.589","-0.10347272249944507","-0.034036709636449815","-0.16749591653347015"
"4.605","-0.14949724544100462","0.005434300008416175","0.09475567449331283"
"4.622","-0.12602540363445877","0.04112637563645839","0.25260581080317496"
"4.639","-0.07447839094437658","0.14460077863633633","0.708644528439641"
"4.655","-0.03671228552125394","0.14542787711024283","1.1744827555567026"
"4.672","-0.04383366183377802","0.08811375226080417","1.4033604847699404"
"4.689","0.002355404019728303","0.07837094140350818","1.5954033980607984"
"4.706","0.02505611532330513","0.060279404395818706","1.592798768520355"
"4.722","-0.034293460876494646","0.0005669862329959869","1.5245762961655853"
"4.739","0.03325366949997842","0.137538585165143","1.1908861933469772"
"4.756","-0.017982523675262926","0.2021189016252756","0.6024059214234352"
"4.772","-0.03107873661369085","0.22374562702178954","0.2568137838870287"
"4.789","-0.027115532071143388","0.3378594974577427","0.17457506113946436"
"4.805","-0.1746894812993705","0.19925123723447322","-0.29077392115592954"
"4.822","-0.09388780561760067","0.031185411858558654","-1.042340476477146"
"4.84","-0.02650514508783817","-0.0050888475716114046","-1.0804168168932198"
"4.856","0.0036162908010184762","0.005720715734362602","-0.5080021291077137"
"4.872","0.03320047800801694","-0.051958735296130175","0.4523638285160064"
"4.889","-0.06800795282125473","-0.14897884759008884","1.0023159246027469"
"4.905","-0.2494966658066958","0.25387422330379483","1.3080980297982692"
"4.922","-0.35966274846494195","0.6287544146448374","0.2791016035407781"
"4.939","-0.2625061503097415","0.7687117513895034","-0.436103598588705"
"4.955","-0.011330226179212331","0.6345996335417032","-1.0405202753126621"
"4.972","0.03973462901711464","0.02941664862036705","-0.7537672802358866"
"4.989","-0.0215859549947083","-0.4121019607543945","-0.4469464796423912"
"5.006","-0.04447875480428338","-0.7874056382045149","-0.1806605185329914"
"5.022","-0.1224044366583228","-0.2699403919637203","-0.6028372985780239"
"5.039","-0.19805121379494667","0.06836568021774292","-0.7734475477397441"
"5.055","-0.10206541298478841","0.11185732368081808","-1.136756543752551"
"5.072","0.29880744387730956","-0.5685962985411286","-1.641863535940647"
"5.089","0.40002690755724907","-0.7618304674431681","-1.8484493538469076"
"5.105","0.5386978577531873","-0.7806251842841505","-1.9678525628626344"
"5.122","0.6034207975544035","-0.6960077497065067","-2.1909879490315913"
"5.139","0.5566495478987693","-0.7716548191040754","-2.2961352536797524"
"5.155","0.40692704233452676","-0.5875909218683838","-2.2495447674185036"
"5.172","0.29894290682524444","-0.36083529937565323","-1.7482132021158932"
"5.189","0.32599194953143595","-0.36325960391312834","-1.5351041199207305"
"5.205","0.39153891906663774","-0.3942915787756443","-1.420602711471915"
"5.222","0.2664864521175623","-0.13811229339987038","-1.785883299818635"
"5.239","0.20469269763603806","0.06868073751628398","-1.8947142614156007"
"5.255","0.08177987306416035","0.17196838577240706","-1.6162492022126913"
"5.272","0.034194822807610034","0.09280629399120807","-1.238352877920866"
"5.289","0.008220861987024545","0.15791209563016892","-0.8384545651793479"
"5.305","0.015741905141621826","0.14133154770731926","-0.623745646572113"
"5.322","0.1042215681053698","-0.09132686908841132","-0.6428215184420347"
"5.339","0.1142256602473557","-0.05964519814550876","-0.05130348625779152"
"5.356","0.14430742171294986","0.10194120208323001","0.2981003185212612"
"5.372","-0.03587342354431748","0.292871185696125","0.7818634939074516"
"5.389","-0.20134828257896004","0.3819295253306627","0.9782055656969547"
"5.405","-0.18775413005575536","0.3368523662418127","1.091035826063156"
"5.422","-0.18718780140988528","0.2973071223169565","1.064049619460106"
"5.439","-0.004044306954741478","0.1556722077488899","1.0423661954402923"
"5.455","0.08151150445155798","0.15100129332840442","1.0007990902990103"
"5.472","0.040067952624708414","0.16610884608924387","1.0744143616080284"
"5.489","-0.040488369993865486","0.045211014601588245","1.0161854600012301"
"5.506","-0.03981478158123791","0.021968086180090902","0.9691337859690189"
"5.522","0.04064293950106948","0.027263854500651358","0.9409633380174637"
"5.539","0.09263130275048315","-0.02266483627259731","0.7396236040711403"
"5.556","0.09891191738992929","-0.07462474061250686","0.6829051070272922"
"5.572","0.010138386046141385","0.004091068705916404","0.7675777789235114"
"5.589","0.00938515652604401","0.05213292281925678","0.8516776193678378"
"5.606","0.04873820234704762","0.016950550279021263","0.7455506560325622"
"5.622","0.08001742996890097","-0.037760114073753355","0.6070809274971485"
"5.639","0.0644094899378717","-0.06266074657440185","0.23817922604382036"
"5.655","0.05207742977235466","-0.06789806270599365","0.16058043805658817"
"5.672","0.02980754763409495","-0.041514498171210286","0.16611001513302326"
"5.689","-0.053377223791927095","0.02774783862531185","0.23261165504455564"
"5.705","-0.12087916331980376","0.04295476010739803","0.1811228753477335"
"5.722","-0.21288170318007468","0.15639000062942504","0.07275017891228198"
"5.739","-0.08160243413802236","0.15321078607141972","-0.050749359506368635"
"5.755","0.10879136023893951","-0.2825321625113487","-0.05395721563696861"
"5.772","0.10808047202322632","-0.44447687465846536","-0.20702362480163572"
"5.789","0.030358167254179714","-0.2676782922506332","-0.4213426673084497"
"5.805","-0.08339191137067974","0.043731005176901816","-0.3933504985332489"
"5.822","-0.09707363257948308","0.13198445816934107","-0.501917840757966"
"5.839","-0.026910547550953925","0.13573825774490833","-0.4662047223418951"
"5.855","-0.005857932247966527","0.042621582630276676","-0.37920389975905416"
"5.872","-0.061155164317041634","0.011858195576071739","-0.30056700089573857"
"5.889","-0.0684728669192642","-0.10922376030683517","-0.2396060439765453"
"5.905","0.010739018820412456","-0.14289455924034117","-0.4734370116829872"
"5.922","0.03428272028677165","-0.1502963599294424","-0.4820692309498787"
"5.939","0.03662307286784053","-0.05413491029143333","-0.1933399673640728"
"5.955","0.025805326255410908","-0.02331190200448036","0.016976853764057158"
"5.972","0.04526764015965164","-0.07904314157664775","0.117631523168087"
"5.989","0.023912498246133326","-0.10550210943520069","0.2624894914358854"
"6.005","0.06056611238270997","-0.03654956924021244","0.4290460812926292"
"6.022","0.0476160664493218","0.005611410140991211","0.4762415477097034"
"6.039","0.028394429433159528","0.0950531961351633","0.4970394210666418"
"6.055","-0.031149171501398086","0.13345394620001316","0.4501642726451158"
"6.072","-0.07981434514485299","0.09374971232116222","0.41285365590453144"
"6.089","-0.09567257014252245","0.005259527963399887","0.2070692175090313"
"6.105","-0.035728315985202784","-0.1338923376172781","-0.038192075750231744"
"6.122","-0.005497063046321272","-0.1449246037632227","-0.1385796186506748"
"6.139","-0.0407267453270033","-0.07816343613266945","-0.14024550603628158"
"6.155","-0.06707370417844503","0.08154489526450634","-0.18697686207294462"
"6.172","-0.06317713513132184","0.050533670929074286","-0.3206172707557678"
"6.189","-0.04811280045770108","0.022809797701239583","-0.3120335668057203"
"6.205","-0.01922185621187091","-0.02658405554294586","-0.3189648273736238"
"6.222","0.001056486782990396","-0.11499182231426239","-0.1927817489594221"
"6.239","0.016467150676250458","-0.15496844339370727","-0.18422376397252083"
"6.255","0.05531228350773453","-0.16541209599673748","-0.23414485596120357"
"6.272","0.08107373408880084","-0.10525427215397358","-0.266076702272892"
"6.289","0.10385090816207229","-0.06583820756673812","-0.2414765140235424"
"6.305","0.07427252964135259","0.013539280530810355","-0.16706512390077113"
"6.322","0.0038494419697672126","0.07514379605054855","-0.11872224101424217"
"6.339","-0.03562112928368151","0.036060908940434455","0.0064782561033964155"
"6.355","-0.021481581304781137","-0.09582184242010117","0.1924415572196245"
"6.372","-0.0720353086411953","-0.13893500795960426","0.15411036525964736"
"6.389","-0.06617419805545359","-0.050230304068326945","0.05189151527881622"
"6.405","-0.058952649304084476","0.10797755963802337","0.012227028888463973"
"6.422","-0.04258917819801718","0.0627981092184782","0.22577976319789886"
"6.439","-0.03152827047947794","0.04085515747964382","0.2145885070979595"
"6.455","0.07176891278997063","-0.014379238486289978","0.14126257412433624"
"6.472","-0.01680215478427708","-0.08174187914133071","0.02097439896762371"
"6.489","0.00944360871501267","-0.05648994898498058","-0.017730302479863166"
"6.505","0.07510850554145872","-0.04625321713089943","-0.01370119309425354"
"6.522","0.04618639897238463","-0.17057751593589782","0.11579320182502269"
"6.539","0.03298201295174658","-0.17241642180085182","-0.1369721834540367"
"6.555","0.10435169729106128","-0.23782383673489094","-0.6653565908551216"
"6.572","0.2337163283508271","-0.2828162401497364","-1.0475509046018123"
"6.589","0.31002602637559173","-0.3762403737783432","-1.5280799203723667"
"6.605","0.2746985462762415","-0.3236801654577255","-1.951279029202461"
"6.622","0.25155644788071513","0.04686170441806316","-2.9820851352304216"
"6.639","0.22284560944214463","0.33670682029128074","-4.984378896877169"
"6.655","0.16253076840676367","0.5119792160451412","-5.9847343350619076"
"6.672","-0.08577149998359382","0.44009471405148504","-5.7178843103289605"
"6.689","0.09830635271221398","-0.10606149688363074","-3.058894818666577"
"6.705","0.37557526093311605","-0.45940030302405355","-1.7099433849543333"
"6.722","0.5531923201169818","-0.5319710337162018","-0.2311146944850683"
"6.739","0.15004943596366793","0.44964989338219163","-0.5791092169880867"
